legal_name,dba_name,city,county,zip,address,phone,website,owner_name,owner_age_estimate,owner_age_source,owner_tenure_years,years_in_business,provider_count_estimate,employee_count_estimate,is_distressed,distress_reasons,layer1_base_rate,layer1_comment,layer2_sellability,layer2_comment,layer3_behavioral_trigger,layer3_comment,layer4_market_pull,layer4_comment,final_score,final_tier,final_comment,value_add_thesis,confidence,data_completeness
Horeb Auto Repair,Horeb Auto Repair,Houston,Harris,,,,https://horebautorepair.com/,unknown,,,0,,,,False,,25,"unknown; founded year unknown — license_tenure_proxy unavailable, age estimated <55 with low confidence.",58,"12-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,80,Harris County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,42,D_pass,"unknown, tenure-unknown Houston (Harris) shop. L1 25 / L2 58 / L3 28 / L4 80 = final 42. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Keller Alliance Auto Repair,Keller Alliance Auto,Keller,Tarrant,,,,https://www.kellerallianceautorepairs.com/,unknown,,,0,,,,False,,25,"unknown; founded year unknown — license_tenure_proxy unavailable, age estimated <55 with low confidence.",58,"12-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,77,Tarrant County. outer suburb Keller (+1). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,42,D_pass,"unknown, tenure-unknown Keller (Tarrant) shop. L1 25 / L2 58 / L3 28 / L4 77 = final 42. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Montrose Tire & Wheel,Montrose Tire & Auto,Houston,Harris,,,,https://www.montrosetw.com/,AAA-approved,,,0,,,,False,,25,"AAA-approved; founded year unknown — license_tenure_proxy unavailable, age estimated <55 with low confidence.",58,"12-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,80,Harris County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,42,D_pass,"AAA-approved, tenure-unknown Houston (Harris) shop. L1 25 / L2 58 / L3 28 / L4 80 = final 42. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
NLine Automotive,NLine Auto Sugar Land,Sugar Land,Fort Bend,,,,,AAA-approved independent,,,0,,,,False,,25,"AAA-approved independent; founded year unknown — license_tenure_proxy unavailable, age estimated <55 with low confidence.",58,"12-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,77,Fort Bend County. premium suburb Sugar Land (+2). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,42,D_pass,"AAA-approved independent, tenure-unknown Sugar Land (Fort Bend) shop. L1 25 / L2 58 / L3 28 / L4 77 = final 42. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.3
Rapid Repair Auto Center,Rapid Repair Sugar Land,Sugar Land,Fort Bend,,,,,AAA-approved independent,,,0,,,,False,,25,"AAA-approved independent; founded year unknown — license_tenure_proxy unavailable, age estimated <55 with low confidence.",58,"12-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,77,Fort Bend County. premium suburb Sugar Land (+2). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,42,D_pass,"AAA-approved independent, tenure-unknown Sugar Land (Fort Bend) shop. L1 25 / L2 58 / L3 28 / L4 77 = final 42. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.3
River Oaks Automotive Center,River Oaks Automotive,Houston,Harris,,,,https://www.riveroaksautomotivecenter.com/,unknown (European/import specialist),,,0,,,,False,,25,"unknown (European/import specialist); founded year unknown — license_tenure_proxy unavailable, age estimated <55 with low confidence.",58,"12-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,80,Harris County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,42,D_pass,"unknown (European/import specialist), tenure-unknown Houston (Harris) shop. L1 25 / L2 58 / L3 28 / L4 80 = final 42. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Sav-Mor Automotive,Sav-Mor Automotive Richardson,Richardson,Dallas,,,,https://sav-morautomotive.com/,unknown,,,0,,,,False,,25,"unknown; founded year unknown — license_tenure_proxy unavailable, age estimated <55 with low confidence.",58,"12-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,79,Dallas County. outer suburb Richardson (+1). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,42,D_pass,"unknown, tenure-unknown Richardson (Dallas) shop. L1 25 / L2 58 / L3 28 / L4 79 = final 42. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Simba Automotive,Simba Auto,Sugar Land,Fort Bend,,,,,AAA-approved independent,,,0,,,,False,,25,"AAA-approved independent; founded year unknown — license_tenure_proxy unavailable, age estimated <55 with low confidence.",58,"12-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,77,Fort Bend County. premium suburb Sugar Land (+2). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,42,D_pass,"AAA-approved independent, tenure-unknown Sugar Land (Fort Bend) shop. L1 25 / L2 58 / L3 28 / L4 77 = final 42. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.3
The Star Auto Service,The Star Auto Service Richardson,Richardson,Dallas,,,,https://thestarautoservice.com/,unknown,,,0,,,,False,,25,"unknown; founded year unknown — license_tenure_proxy unavailable, age estimated <55 with low confidence.",58,"12-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,79,Dallas County. outer suburb Richardson (+1). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,42,D_pass,"unknown, tenure-unknown Richardson (Dallas) shop. L1 25 / L2 58 / L3 28 / L4 79 = final 42. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Westside Automotive,Westside Automotive Houston,Houston,Harris,,,,,AAA-approved independent,,,0,,,,False,,25,"AAA-approved independent; founded year unknown — license_tenure_proxy unavailable, age estimated <55 with low confidence.",58,"12-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,80,Harris County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,42,D_pass,"AAA-approved independent, tenure-unknown Houston (Harris) shop. L1 25 / L2 58 / L3 28 / L4 80 = final 42. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.3
West Pearland Tire & Auto,West Pearland Tire & Auto,Pearland,Brazoria,,,,,AAA-approved independent,,,0,,,,False,,25,"AAA-approved independent; founded year unknown — license_tenure_proxy unavailable, age estimated <55 with low confidence.",58,"12-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,70,Brazoria County. premium suburb Pearland (+2). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,41,D_pass,"AAA-approved independent, tenure-unknown Pearland (Brazoria) shop. L1 25 / L2 58 / L3 28 / L4 70 = final 41. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.3
Anchias Diesel Repair,Anchias Fleet Care,Pasadena,Harris,,,,https://www.dieselrepairhoustontx.com/,Anchias family (diesel/fleet specialist),,,,20,,,False,,41,"Anchias family (diesel/fleet specialist), est. age ~52 (license_tenure_proxy: founded 2006), 20-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",65,"18-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,83,Harris County. industrial/fleet corridor Pasadena (+3). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,30,D_pass,GATE: platform_affiliated: Same business as Anchias Fleet Care (duplicate). Excluded.,n/a — excluded.,high,0.4
Austin's Automotive Specialists,Austin's Automotive Specialists,Austin,Travis,,,,https://www.greatwater360autocare.com/shops/austins-automotive-specialists-north-austin-1607,Greatwater 360 affiliated - VERIFY independence,,,,,,,False,,25,"Greatwater 360 affiliated - VERIFY independence; founded year unknown — license_tenure_proxy unavailable, age estimated <55 with low confidence.",58,"12-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,78,Travis County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,30,D_pass,"GATE: platform_affiliated: Greatwater 360 affiliated per Greatwater360autocare.com URL pattern - PE platform, exclude. Excluded.",n/a — excluded.,high,0.4
Rising Sun Automotive,Rising Sun Auto Austin,Austin,Travis,,"1001 S. Lamar Blvd, Austin, TX 78704",,https://risingsunautomotive.com/,Locally-owned (no names visible),,,,51,,,False,,93,"Locally-owned (no names visible), est. age ~83 (license_tenure_proxy: founded 1975), 51-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",88,"51-yr business, ASE, AAA Approved. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",60,"3 coasting tells: M-F only (no Saturday), no EV / hybrid repair, founded 1975 — 51-yr established. Mid-range coasting signal stack.",78,Travis County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,30,D_pass,GATE: franchise_or_platform: pe_platform:sun auto. Excluded.,n/a — excluded.,high,1.0
Texans Auto Repair Blackhawk,Texans Auto Repair,Houston,Harris,,,,https://texansrepair.com/,family-owned (Webster origin),,,,15,,,False,,29,"family-owned (Webster origin), est. age ~47 (license_tenure_proxy: founded 2011), 15-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",65,"15-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,80,Harris County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,30,D_pass,"GATE: recent_ops: Founded 2011, ~15 yrs but Webster origin only — recent transplant to Houston. Excluded.",n/a — excluded.,high,0.5
